  2214 vectors
   kx   ky   kz     ex   ey   ez        rk        phik
   12  -23  -15    -11  -27   -7     0.174573  -1.210114
   12  -23   15     26  -14    5    -1.040666   2.670322
   12  -20  -19    -13  -27   -2     0.602195  -1.388005
   12  -20   19     26  -11  -10     0.273909   2.677889
   12  -19  -20    -10    4   28    -0.234347  -1.062159
   12  -19   20    -13    1  -27     1.887545  -1.345677
   12  -15  -23    -15   -2   26    -0.040033  -1.543662
   12  -15   23    -11   -1   28    -0.015748  -1.173261
   12   -9  -26    -21   21    4     0.074950  -2.162628
   12   -9   26     17   19   16     0.131342   1.827417
   12   -5  -27     27   12   -5    -0.224364   2.859665
   12   -5   27     26  -12    9    -0.505680   2.675894
   12    5  -27    -23    7  -18     0.047863  -2.354968
   12    5   27     18   24   -2    -0.699107   1.946228
   12    9  -26      0   -1   30     1.029162  -0.004276
   12    9   26     21  -17   13     1.291275   2.185169
   12   15  -23     23  -19   -3    -1.179974   2.303080
   12   15   23      1  -30   -2    -0.136730   0.085964
   12   19  -20      4   21   21     1.677661   0.499150
   12   19   20     11    0  -28    -0.414033   1.166874
   12   20  -19      8  -29    1    -0.036262   0.830303
   12   20   19     17   24   -6     0.210630   1.840504
   12   23  -15    -26    1   15     0.847058  -2.707286
   12   23   15     23   15   12     1.126239   2.405628
   12   26   -9     11   16  -23    -3.101988   1.190747
   12   26    9      0  -26   15    -1.236124  -0.050220
   12   27   -5     15  -25    7    -0.845143   1.478556
   12   27    5      2  -15  -26    -1.859606   0.286772
   13  -27   -2     23   -9  -17    -0.135489   2.346760
   13  -27   -1     -2  -26   15    -0.635500  -0.339319
   13  -27    0      0  -30    2    -0.385818  -0.071603
   13  -27    1      8   28   -7    -0.727890   0.911661
   13  -27    2    -24   17   -6     0.794021  -2.453273
   13  -21  -17     -8  -24   16    -0.589486  -0.905762
   13  -21   17      2   27   13     0.421835   0.347535
   13  -17  -21     17   18  -17     0.834899   1.818718
   13  -17   21    -18    1  -24    -0.117153  -1.898001
   13   -2  -27     12  -26   -9    -0.276295   1.226377
   13   -2   27      7   29    3     1.347388   0.818023
   13   -1  -27    -30    1    0    -1.169279  -3.098763
   13   -1   27     17   -6  -24    -0.862515   1.783467
   13    0  -27    -30   -2    1     0.629888  -3.133344
   13    0   27      7   18   23     0.387827   0.787841
   13    1  -27    -23   18    7    -1.455340  -2.312548
   13    1   27     20  -12   19     1.086567   2.098222
   13    2  -27     24    8   16    -1.219370   2.520271
   13    2   27     12   26    9     0.437156   1.303641
   13   17  -21     -2   27   13     0.756744  -0.266314
   13   17   21     12   26    9    -0.546045   1.303770
   13   21  -17     15  -26   -1    -1.924094   1.461954
   13   21   17    -23  -12  -15     0.566527  -2.398097
   13   27   -2      4  -25  -16    -1.060482   0.417156
   13   27   -1     -2  -26  -15     0.643986  -0.341606
   13   27    0    -24   10  -15     1.553725  -2.470304
   13   27    1    -17   19  -16    -0.542493  -1.752081
   13   27    2    -12  -19   20     0.162364  -1.284111
   14  -26   -5      9  -23   17     0.363355   0.946839
   14  -26    5     -7    3  -29     1.032656  -0.754873
   14  -25   -9    -20    8   21    -0.822593  -2.108451
   14  -25    9    -30    0    0    -0.102730  -3.111303
   14  -22  -15    -16   17   19    -1.506749  -1.640843
   14  -22   15    -26   -5  -14    -1.080282  -2.731912
   14  -15  -22      0   15  -26     1.216282   0.033349
   14  -15   22     21  -13   17     0.205759   2.189580
   14   -9  -25     -4  -22   20    -0.957565  -0.501994
   14   -9   25    -24  -15  -10    -1.576332  -2.532020
   14   -5  -26     24   17   -6    -0.013233   2.540851
   14   -5   26    -17   18  -17    -0.487629  -1.757724
   14    5  -26    -20   -8  -21     0.388379  -2.128391
   14    5   26    -26   -9   12    -0.074649  -2.733385
   14    9  -25    -16  -18   18    -0.388458  -1.697252
   14    9   25    -10   -4   28     0.995934  -1.069515
   14   15  -22     29    3   -7    -0.695976   3.040958
   14   15   22     11   28    1     0.739462   1.219617
   14   22  -15      8   16  -24     0.370701   0.888806
   14   22   15    -10   20   20     1.015176  -1.039581
   14   25   -9    -21    8   20     0.896681  -2.198220
   14   25    9    -14   22  -15    -0.956278  -1.406825
   14   26   -5    -17   -6  -24    -3.047861  -1.791277
   14   26    5    -26   -5  -14     1.276429  -2.731315
   15  -26   -2    -17   17  -18    -0.429682  -1.764851
   15  -26   -1     10   -4   28    -0.264004   1.065323
   15  -26    0     15  -26   -2     2.151106   1.461208
   15  -26    1     29    1    8    -0.751538   3.038121
   15  -26    2     -2  -30    1     0.017843  -0.350040
   15  -25   -7    -28   -8    7    -0.567471  -2.956576
   15  -25    7     26  -15   -1    -0.727671   2.656030
   15  -24  -10    -15  -26    0    -0.214519  -1.600299
   15  -24   10     21  -13   17     0.372171   2.188353
   15  -23  -12     -7   28   -8     0.199181  -0.703000
   15  -23   12     12   26   -9    -0.249610   1.300064
   15  -22  -14    -19  -21   10    -2.308539  -2.055867
   15  -22   14      8  -21   20     0.381463   0.848519
   15  -14  -22    -16  -25    5     0.269744  -1.721483
   15  -14   22     -1   30   -1     1.214227  -0.095120
   15  -12  -23     29   -7    3    -0.098128   2.995423
   15  -12   23     12  -20  -19    -0.437571   1.238230
   15  -10  -24     18  -18   16    -2.857161   1.867376
   15  -10   24     25  -16    5    -1.170305   2.570449
   15   -7  -25     -9   26   12     0.575223  -0.933119
   15   -7   25     -8   -7  -28    -1.099176  -0.888132
   15   -2  -26     -1   24  -18    -1.081193  -0.127145
   15   -2   26      5  -14   26    -0.153832   0.559164
   15   -1  -26     19   23    3     0.699514   2.068299
   15   -1   26     -8   -1  -29    -0.102217  -0.881627
   15    0  -26     -6   17   24    -0.428079  -0.638095
   15    0   26     -4  -10   28    -0.589591  -0.471679
   15    1  -26    -28    1  -11     0.448722  -2.923341
   15    1   26     29   -8    1     0.298152   2.987681
   15    2  -26    -17   16  -19     0.911096  -1.768313
   15    2   26     16   11   23    -0.759834   1.689597
   15    7  -25     25  -16    5     1.363716   2.569829
   15    7   25    -12  -15   23    -1.370364  -1.278178
   15   10  -24     22    4   20    -0.210884   2.280009
   15   10   24    -26  -11   10    -0.665456  -2.746281
   15   12  -23    -28    0  -11     1.895971  -2.931550
   15   12   23    -11   16  -23     0.617913  -1.146987
   15   14  -22     10   28   -4    -0.654041   1.114174
   15   14   22    -20   -8   21     0.244764  -2.122781
   15   22  -14      4   10  -28     1.614557   0.471320
   15   22   14    -11    1   28    -0.339796  -1.163192
   15   23  -12    -18  -24   -1     1.497831  -1.954547
   15   23   12     27   -7   11     0.114926   2.805472
   15   24  -10    -26  -12    9     0.239968  -2.752330
   15   24   10      0   -1   30     0.477623  -0.003107
   15   25   -7      9  -26   12     0.264674   0.934539
   15   25    7    -16   25   -4     0.806177  -1.612594
   15   26   -2     27  -12    5     1.033917   2.792643
   15   26   -1     17   24   -6     1.033319   1.841550
   15   26    0    -22   -4  -20     0.060736  -2.281642
   15   26    1     19   10   21    -0.233431   2.030941
   15   26    2    -26  -15    0     0.766227  -2.768504
   16  -25   -5      0  -18   24     0.652645  -0.037358
   16  -25   -4      4  -21   21     0.300191   0.436737
   16  -25    4      1  -26  -15    -0.573667   0.118006
   16  -25    5      0  -27  -13    -0.358639  -0.058735
   16  -24   -8    -20  -22    4    -0.277082  -2.157059
   16  -24    8      9  -17  -23     0.486892   0.949943
   16  -23  -11     15  -23  -12     2.501800   1.484599
   16  -23   11    -16   11  -23    -0.979511  -1.650071
   16  -19  -17     11  -27    7    -1.088861   1.131576
   16  -19   17    -15  -24  -10    -0.005799  -1.584666
   16  -18  -18     15    7   25     1.063941   1.552339
   16  -18   18    -26  -14    5    -0.997235  -2.757003
   16  -17  -19      9  -25  -14     1.466454   0.938966
   16  -17   19    -16    8  -24     0.654659  -1.654795
   16  -11  -23     12   20   19    -0.705938   1.293682
   16  -11   23     -5   12  -27     0.281861  -0.566508
   16   -8  -24    -27    0  -13    -0.468651  -2.828567
   16   -8   24    -18   17  -17     0.858562  -1.875100
   16   -5  -25    -23    3   19    -1.604262  -2.363328
   16   -5   25     18   16  -18    -1.623245   1.922775
   16   -4  -25     24  -10  -15     1.116153   2.466713
   16   -4   25     16   -5   25     0.045363   1.661296
   16    4  -25     24   16   -8     1.063456   2.536239
   16    4   25    -27  -13    2    -0.322276  -2.865090
   16    5  -25      8  -16  -24    -0.537785   0.856434
   16    5   25     16   -8  -24     0.660155   1.652357
   16    8  -24      7    4   29    -1.509587   0.764207
   16    8   24      9  -26  -12    -0.015314   0.932647
   16   11  -23     23    7  -18    -0.156259   2.378922
   16   11   23     11   26   10    -0.118060   1.203773
   16   17  -19    -16  -25   -5     0.149861  -1.729911
   16   17   19     -4  -23  -19     0.574197  -0.508530
   16   18  -18    -23   16   11    -0.162497  -2.323385
   16   18   18     15   24   10     0.120254   1.584854
   16   19  -17     25    9   14     1.115410   2.627533
   16   19   17     14   22   15    -0.128110   1.444589
   16   23  -11     30   -1    1    -1.680838   3.101667
   16   23   11     -5  -25   16    -1.032191  -0.597609
   16   24   -8     10   26  -11    -1.110884   1.108651
   16   24    8     23    7  -18    -1.262845   2.378468
   16   25   -5     15   23  -12    -2.729576   1.577805
   16   25   -4    -27  -12    5     1.086242  -2.859048
   16   25    4      0  -26   15    -1.035063  -0.049953
   16   25    5    -27   12    5     0.450588  -2.792208
   17  -24   -6      7  -18   23     1.095402   0.725580
   17  -24    6     26    2   15     0.039482   2.726610
   17  -23   -9     17   -6   24     0.235896   1.786266
   17  -23    9     25  -16   -5     0.275501   2.561404
   17  -21  -13     15   -7  -25     0.564888   1.514733
   17  -21   13      7  -27  -11    -0.443076   0.706602
   17  -19  -16     -1   24  -18     0.715647  -0.125521
   17  -19   16     -8   28    7     0.020890  -0.831887
   17  -18  -17     29   -1   -8     0.330617   3.024833
   17  -18   17      6  -17  -24     0.842296   0.635904
   17  -17  -18      6    5  -29    -0.923382   0.653290
   17  -17   18     28  -10    4    -0.378916   2.891440
   17  -16  -19     -7  -25   15    -0.577532  -0.795018
   17  -16   19     17   19  -16     0.126398   1.822801
   17  -13  -21    -13   -1   27    -0.177337  -1.355163
   17  -13   21      9   12  -26    -0.510477   0.978696
   17   -9  -23     27   11    7     1.159033   2.857378
   17   -9   23     -1  -13   27    -1.968919  -0.198574
   17   -6  -24     10  -26  -11     0.085889   1.023697
   17   -6   24     20   20   10    -0.771252   2.151129
   17    6  -24     21    4   21    -1.779162   2.213208
   17    6   24     -4   20  -22    -0.428423  -0.441502
   17    9  -23    -15  -25    7     0.584974  -1.588489
   17    9   23      4  -29    7    -0.015328   0.406647
   17   13  -21      2  -15  -26     0.039019   0.288218
   17   13   21     19   -3   23    -1.797010   2.014455
   17   16  -19    -15   10   24    -0.757223  -1.506998
   17   16   19    -24  -15  -10    -0.789166  -2.531567
   17   17  -18     14  -15  -22     0.117830   1.408046
   17   17   18    -19  -16   17    -0.413478  -2.039650
   17   18  -17      4   10   28    -0.013585   0.473935
   17   18   17     -3   19   23     0.074994  -0.371543
   17   19  -16    -18  -24    1     1.075255  -1.948002
   17   19   16     -7   29    4    -1.125742  -0.689283
   17   21  -13      0  -26  -15    -0.498522  -0.051462
   17   21   13     30    1    1    -1.989992   3.129551
   17   23   -9     -9  -25   14     0.190806  -1.001354
   17   23    9    -21   21    4    -2.805967  -2.163572
   17   24   -6     -4  -16  -25     0.785103  -0.482428
   17   24    6     -4   25  -16    -0.108527  -0.419238
   18  -24   -2    -16    5   25     0.089565  -1.660067
   18  -24   -1    -26   10  -11     1.483470  -2.687208
   18  -24    0      1  -24  -18    -0.791522   0.123368
   18  -24    1     -1  -30   -2     0.863857  -0.254754
   18  -24    2     -6  -28    9     0.122416  -0.677965
   18  -23   -7     28   11    1     0.233418   2.979448
   18  -23    7     11    1  -28    -0.943748   1.174443
   18  -18  -16     16  -25   -5    -1.045159   1.607063
   18  -18   16     -7   -3  -29     0.442778  -0.759233
   18  -17  -17    -15   12  -23     0.627647  -1.505214
   18  -17   17     16  -18   18    -0.416001   1.639648
   18  -16  -18      8   21   20     0.146259   0.904643
   18  -16   18     23   17   -9     0.536164   2.412712
   18   -7  -23      5   12  -27     0.086334   0.580533
   18   -7   23     17  -18   17    -2.063756   1.757771
   18   -2  -24     22  -15  -14     0.848377   2.260524
   18   -2   24     -5  -25   16    -2.204334  -0.598174
   18   -1  -24     -9  -12  -26    -1.587940  -0.979746
   18   -1   24    -10   11  -26    -0.386180  -1.061132
   18    0  -24    -28    7   -8     1.030917  -2.908314
   18    0   24    -14   -9   25     0.707847  -1.431080
   18    1  -24     16  -18   18    -0.271157   1.639812
   18    1   24     14   22   15    -0.418737   1.444631
   18    2  -24     12  -26    9    -0.603971   1.230987
   18    2   24     30    1    2     0.661879   3.132832
   18    7  -23    -19   -4  -23     0.754836  -2.025752
   18    7   23    -13   17   21     0.038884  -1.333769
   18   16  -18      1   -1  -30    -0.349202   0.162391
   18   16   18     -9   17  -23     1.207433  -0.953108
   18   17  -17     15   24  -10    -1.086090   1.583136
   18   17   17     -4  -20  -22    -0.589288  -0.491557
   18   18  -16     27   13    1    -0.274422   2.873901
   18   18   16    -12   27   -5    -0.545305  -1.224079
   18   23   -7     23   -3  -19    -0.316838   2.363221
   18   23    7     24  -18   -2    -0.587928   2.435186
   18   24   -2    -11   -7  -27    -0.709499  -1.182157
   18   24   -1    -11    0   28     0.914060  -1.166462
   18   24    0    -15    1   26     0.483810  -1.525448
   18   24    1   22-5  -2 vec16  2210.077339  -0.601169
   18   24  222  22110       -15 kx   k20698  ph1.101811y   ez   232214    r 17
  -50017z      k12341    1.761230  18     0.1473.147   0   0  kx-30   -2 0488kz     338594  18     0.147 .3280-29273956  -70   -2 9356537395.043922 -25     1.328012   2.30   30  1.3280 1.81668z   1.921126  18     01
  -  ph5990
  -30   46  -21.667428 -2..769048   2    -0.90    ph -230   3659130   -1 00264k
  2   -57   26    -00
  -k     -z   -.547.6771   k4252736590.879705   8    -0.90 852  -2-30  90
  rk     0.14686.1471.60414   26    -78
  -  kx  -30 -322   k    -1.567365001 ky 2407  -8    -0.37 762  --      7714930    0  89761
  -.41044   18     762  0.456  tors
   kx 30   -2  1425  phi.56959   17    -0.492.500
  -30  77
 990
   -1  2679.5470.32175   -1     852  0.478      -0.640430    0 71236z   0.95980  -19    -852  487    0.456-6771-30   -1   0508
 -1.79393  -19    -046  2.5476908
  .365528
   -1716467z   3.14085   21        phi30   865
 ctors        1  791    -0.00113   -7    7312  1.3280603
  -30  -30   -1.21923    1.53297ey   e   -0.82 -30     .9060.906      -20 963-30  0   -69    2    3956  1.32802.481477
  -30   -1  13596
  -.63457  -19    3956  823  -3.    r.677827   20.838365
  -.51721   26    8094 6278  -2.   -15
  -30    0.0080    -24 8606    5     094  278  -20.147.5598-30   -1 666631
  -.31514   26    7652 6278  -2.8331430   29   -8 5843     19 2356   -8     652  823  -3-.6774 ve -30   -1 18000z     e5548   21        p0310  -496
  -30   30    0 339077
  -.77265  -25        phi30    1    2    r87   10.540181
  1.95112  -24    8123 0487   1487       278  -10.5969    -13-23 1    9     0.081.451189577  827      -0 1  0650    274  10    5     0.496401   281
 924
  -30   -2  5500.6778.16743   18    6295  827   -0.496.0570-30    0 81813.3351.721553 -13    -0.375762  -2.9726-30 981
   -7  7597    2780208   -2    -0.726295   982
  -246908
  --7  879    -0.17155  -27     0.909852  -3.0454-29  37
  --0.9889kz   24  498    9     0.478123  -1.771-0.417612   2..0708     1.51030   21    -0.906046  -836
  -30  .55983-8  19553
  07  -30   -2    -2.547122   2-30  .972651
   -29 740    -1.31288   -1    -0.147312   2.9035.1135330    0. -1 9z     85806  -17    -2.946723  -3.    030   29   -5 0316     2    03  -19    9577  -30   -18
  -903528
     ky6930.4781.21461  -25    -0.237652   0.514990
  -30   -0.7886762  2   045  -190.909-30  750   2.29  08
  -30      ex698.3350.08724    2     1.647652   -0.37578
  -30   -2 2934    -1   507  -25     129  41
  -306
  ik
  -30   -1 3326-29  0.67252  -24    -1.49280
 
  -30   .960522   22   -7     2.28118   25     1   -187   10.67428
  -78  -20.4858417  1.69133   -2    -0.495039   1.65279340869
  - 16 4135    1468536   -80.4944    0.462-2.489-1.090312   20.30358    2455588   -4          0.443 1.212459
  -29   -1.0 10     2408876   28     01
  -29   -6     7
  -29   -8 10934    1436977  -130.909852  256  -836
  -29   29   -3 7681-29  0.70232   210.494417 0487   147
  -29  -29   -4  3655.4963   916   -80.494417  002   1    -0.496401   20.4732    -14   23ey   -29  91
  -29   --29  .972 -30   -2   29    -1122570  -16    2989  778  -1.    1.746725   00.86599197534   29   30    -0.826240   0.2541427   29    5 5-10 .0823.06238   20    -0.960598   1.5
  -875113
    33   59    2832183   21-29   .777698    -29 1.25402  kx   k-2  0     052  -1  23    -0.32 -30    0.826278  334  -024  62     8   537   25    180
  -29   -2.0591.059130    2 3180305709.81377    8     0.570729  -051
  08
  -22   2..20393    -1 5902   30     0.309702   1.4302689  -28  -11 -15      2.36489  -16     0.752096  -2.84249.777698   1 6  59.560 0   883   -4     0.082-28  -116
  -29  -30   -2.0850     1.74745    20.478123  334  -007
  - vectors  -14 9027   -1   180    0    -0.203891  -4322  .045477
    5  924531  18  679   22    -0.110940   0.670180
  -29    7 2708711353.04272   -7396  0.494417   1-28  73
  -30    0 34477    1803266   23    -0.740683    -29      -029   -3 5228     184 0      7     1.492989  -2.41974.147330   -1 083425
  -.73728  -16     0.302682  - -29  -28   29   -4  6  -4  -2844078   -1    -1.647410   1.    1    1.2129 6  3395   -1548403    1     0.533652   0..33551
  -29   -17 6888   -1432261  -130.9061.492912   2..082463  -28  -11 72717   -2124160  -10     0.319-29    96
  -3
  -28  -11 14019    2735395   22     0   -2.8306058
  -   -029   -8  609418995.68355    8    -0.440682  -1.    0.156396   -1   50kz   12 3047   -4 .9060   -0.4177563
  -30   29   -3 1496     1  8780   30     0.971189  -0.34086.328029   -8   37     1.86191   13 .90604
  -29    91
  -5
  -29   -17  834   -159  11    1     0.059194   1.   -2.83 -29    6  352    -14  837  -13     0881646
    0.4562    0.677 -4   098    1375210    4     174  750   1.3
  -30   89  -0..14774    2460032  -14    -.212459
  -2.4899.0412229    7 8830      9 0425   12 .906046  694  -1.    -    1.3280 1  6539    0.38968    8 .492989  -28    0.397174  -29   -7  656084249.77631    8 .492989  188   2.441836
  -28   -6  5078   -13 6754   20    0.6581130    54
  -28   94  -227  080.0824.94966  -19    -0.340729  -0-28   2502027   23.351108
  1.18304   29    -0.320280  -2.   -0.728815  --18    1    2022110  -211.465304  980  -2.195936
  -28    0 285781
  -.93112   18    180
  -66   0.559836
  -30    2 78020.53 -1   -3    1     1.905539   1.8300.1541-29   -8 91933    19 6671  -19    -0.232041  -0.999982
  -28    1  724     26  553    9    -0.728815  -1-29      -228    6 2372     11 2001   30 6
  -28  -29    .19753   -030   -2 48237   -11 8418   29    -0.576649  -596
  -2419018  -2..2713-28  2.90465  -16 .54714
  -29    80
  -29  -29    4 0241     7  4716  -19     0.257174  -0.830351
  -30    1 2811    -19  556  -15    -0.977666    0.677827  334  -00.96930   -1364299   27    7     0.13218     0.147312   -15 752     1.96104   -787
  -27  989  -2.1
  -30  -28    0 7286     0  0981   27    6     1.905  -28       228   12    -20    1 7296  -14    -0    0.2933537
  63
  -28   -1.6543tors
2.61754   18    5     2.749-1.18995.100829   -1 62616    1553838    7 .082463  531   103
  -28  -30   -1.3798      5  720    1 .082463   10   1.5170.365908
  - 13 951     6  8385    7 .5956441836
   0.01332246908
  --17 712     5   664   25    -0.68 -30    -27  .034269
  -11  7718    1704731   -1     1k
  -30   0.56072.9060  kx   ky957    -2   -13   21    -0.10 -27   -71
  -28  -30    1 69 -11  10  7716   13 .647410 0205   0ez        -30    3   376    2394826   28 .647410  396   1.7
  -.595630    2 687476
  -    17   30 .093430 6423   0.1
  -30   27    0 8483    -27   05   -4    -17
  -29    -30   771496
  --7  6910.5766.42906  -15 594774
 8965   1.28   .615830    0 251443
  -1  -15   30    774
  -28   -.468353
  -29   -4 34568    1921546   -5     1.687757   2.903528
  -30    -2   8    -4   177   17    -1.12 -30    -28   84249k      .73 1     28  140  -20    -1.004043    0.203891  -29    8 1840     2.03761   -8    -0.101577   1-29  0.4430  kx   k3585      097937   17 353758
 4043   080
  -4
  -27    22 2130.0531   13    29    -1.672338  -2.   -0.687-30    1 02387   -1428866   29    -1.672094   1.4
  -29  .01332 7  007     2.87620  -27    -1.838985  -0.003006
  -27  -12   174   -2069820   -8    -25
  -29   -.05709  kx 30    1  -6      2464561    2     0.619-28   -0.237652  -27  -12 5362    -26  738  -26     0133865
    -27     phik
   -6  927tors
 .8   2   13 .114476   57   2    -1.114476   34   -69   -3018981   18     0.496431   2.901908
  -30    8   20    -1   7 5   26     0.73 -29    93
  36
  -  kx   k5645     0.55924   -8 .11447
  -27    0.406423  -29    6 1588    -0.89938  -16     0.008123  -1.507596
  -30   -1 1525     27  696    2 .1144    1.285-1.4080.057096
   -4  064    11  9675  -29    -0.17 -27   -70
  -040279
  -13    3    -1686586  -15 .11442
  -27   -.081276
  -28    8 8938    -17  667   11     0   -081  -2.0861.4041-29   -1 3207     2720793   -2    1.9988476   3.3
  -27  -30   -3   857    1733796  -19    -0.387827   2..206220  -28   11   63    -4   302   25    -08
  -30    -27   z        r-20   19    -465352   27.197563
  -28    -27   9
  -26  -10    6    -3.07687  -250.147312 7256  -1.8816649  -29    6 6227     1.33101    8 .147312  256  -194
  -50   26  -14 18778    1845047  -29 805530
 5694  -0..4430   -1.206  10 722    12  9420  -26    530
  -28  -1-26  93
  -29   -7  -62    -14  110  -24 .328094 7256  -1.   -0.640487    1  4   5   10    11 -27     966  256  -1..677827 5694  -00.8054      2  335   29 .237652 7256  -1.340869
  -29    22 643     -99499 ey        0.562267  -0.    0.912646   01    1     1041287   14     08
  -30   --26  .5170-30   -2 9343    -2.70794   -2     98
  893  -2.7
  -29  -27  -13   -2    -1461361   -4     1.382266   0    -1.978334  - 5     18  -9  9725    7     1.367827   2..9055   -029   -4  -1 6     691942  -13.350662
  -27   -1.7467.239214   20  -43    -1602623  -17    -0.181260   255
  -28  -29    16  94     30  -52  -27 34434.172292  -011
  -830458
  - -4   04    29 3069   -4    -0.134626   -9    0.397174  -02   70     1623182   30    -17
  -27    79
  -27  -26    2 0382    --9  981    7    -0.540940   096
  -29  -28   11 6767      6   7   -28     0.736652  -0.683097
 8123  -1..5130     20  917   17 560725
  -29    15
  -26  -27    0 8445      765510  -28     0.022157   272
  -27   29   -5 3100    - ky 547   -1 344346
  646   2.60673307843
     ky  6     -3 6990    1 996485
  -29    -29   9
  -27  --16 474     2.47 13    2    0.559836
  81260  .690560
  -11  606    -1   877   -2         -0.960  1.364.915744
  -11  6366    1794381  -26    8     0.472-0.570394
  -27   1  ex33     0  -214    1     1.838949   0    -2.059181  -11  001    -1    -2  -13    -0.186431   1.0411     0.478  -7 0  15   24 8384  -18 .56436
  -40   0.719707
  -27    0 4910     1.8-25    14    -0.045427  -0.15234.517197  -11   96     -17  -1   -2    -0.045-26    .365990
  -30    6  107    -1733 28    7    -0.211914   2.864890
  -27  --2  --11  -13   163   11    -0.211906  -1.   -1.838949     ky 504   -26 0-24   18 2
  -29  -28  -1.717451
 1260   20   15    -15  021  -13     1.140-26   -.830351
  -26  -10  241     -4 8303  -16 .5643029091
   7     0.24 -26  -10   35    -1310929   -4    -1.418951  -2.   -0.628409  -1..0468    -11 7112  -27 .220949 8640  -2.    0.486-30    0 3835     13 3975    9ik
  -30  189  -0.    0.662506   13  416     183  -2   27     0    -26   -90
  -    0.374-15   -35     9 9168    0    -0.08 -26   -36
  -26   26    0 8328     1.40064  -18    2.8510762  -2.7
  -30  -29   -4 1417     5   176  -14    -0.251260   2-26  -.110940   0..826809
  2  -127   -1    -0.496401    -29   0
  -29    7 15354   -15  -2    -5    0822  909   1..047825  157   21    2    -2.58087    5    878
  -27    94
  -.089056   07  -10     30  15    19    -1.462234  -1966   250203
  - 19   -15 -15   571   13 7
  -27  -27    .517090
  -67  -0..7 -4      709122   15    342
  -51   0.250203
  -30   -1 3481      6 1740  -27 604743
 0004  -0.   -0    250   1.   -4     1  -169   -8 604743
  -28   648
  -26  -29   -1    -1    -785859    8 27   .217418   1.583393
  -29    7  010     2   109    5     0.692234  -1.6907322  -25  -14    -81
  -   -19   19    -.6237418  -2.53830.302682  -123  22     13 3800    4     rk   572  -0.26   444250
   12  241    -1.54787  -29 892377
  -25   646
  -29  -30    14  06      283228   -1.538306
  -30   2.762601
  -28    8   01    -2.74385   22 868679
  -27  -1.464559
  -29   -5 40 -26  -6  1897   -7    -.5185-27  -1.677170
  -30   -1 04-9      5  516    2 643429
  -25   001
  -    1.084115   71    11  1950    1 643429
  -26   -.034272
  -27   10   01    -15  714  -20 .615850 6046  -2.    1.302233   15  034     2.55424   17 .615850  849   1.634987
  -27  -13 4  -7.482 1   99  -16 4
  -27  -27  -154
  -.540130   -1 7365    -25   1     1     0.245528   2.46835241907
   -27  65    -9    68   -7     1.140822   0.307843
  -27   12  321.27208.42604  -28    -74
  -26   -0.728815  -29   -7 4921    -2104644    1 034269
  -27   12771496
  -30    0  746    -21  560  -10     1.034951  -1.340438
  -27   13 8 -3     -491205   12 034269
  -28   -.081278
  -29   -6 8480.75316         24     23
  -27    .33809471001
    14  13      747408   10     0.632966  -0.152342
  -25   -5 8-6       97215   -28 143597
  93
  3006
  -    0.374-13    1      0 1812   14     0.153657   2.7
  -29  -25    -7 454    11   -83   13 143597
  -25   2.762601
  -26   -30  76      8 5596  -10 481256
  -30   ctors
   kx625   15  296     1064976    5     16
  -30    -29   .257461  - 27 387      1  802   15    -0.017506   1..662506  794  -21.467666
  -    67   13 .687757  -25   1.33809    1.443  1   84    -16 8430    1 .687757   84   2.292881
  -24  -18  4 -11   12 1269   -4 3
  -.382210   1.517890
  -27  -11 17  -7 -16   065   14     0.185561  -1.   -0.120-29   -4 5110    -6   986   17.426465
 9056   0.9
  -24  -30    15   7      8  842   30 426465
  -27   8    -0.802123   0-5  09    -2414310    1     0143597
  -039
  -28  -30   -2 5268    -11   -3  -22     0.306295   3.    0.737637   -20  44     1.97692   -4 3
  -    0.24555     1.220949  -19  -59      7  426  -14     1.221260   2..564365  -30   -1 4834    -17  373    1    998
  -62  -2.246908
  -24  -16 76301.789 ky  90  -26     0.09 -27    23
  -29  -26   11  5  2   16  9670  -27 690560
  -26    .041228
 7256  -1..   0    -24 9249   27     0.256057   2.541711
  -24  -15   36     18  5 6   29 471001
  -27   -7    04
  -24    6 3224     -142801    8 .794894  949  -1.615 1.145263   127  41    -27 3985    0     1.364527   13152841
  -27    2 4045     18   60    4    -0.375561  -1.5
  -25   26   10  204     17  1 8   20 112266
  -25   2.1838.2927429    7  322     1   -58  -10     1.852325   0    -0.102546  -1..0715     -148159    5 057096
  -30   -0.496401 7256  -1-5  57     0  -461  -23 0
  -26  -28   102
  -24   26   15  338     26  843    0    -0.540145   0.2
  -26  -27   12 4356    -2   409   17    -0.698140  -1.130646
  -27    8  5       2  0944   18 058330
  -27   161
  -500178
     9  29    -26  962  -27 .256057   02   2.5
  -28  -28    4   9      1.59118   -6 606733
  -24    0    1.437230   -5      9   -9 9-23  -16 606733
  -26   1    -0.482451   05  -       -9 06 0  -26 762603
  -30   3172      -228  -11   4785
  0.37812  -20 5
  -26  -33  -2.9
  -25  -28   11.1 -27    24 8  5   25 5
  -26  -24    0   -0.257322  --24  83     -9 2032  -14 130376
  625   0.    0.012128   13   42    -2.38470  -21 224891
  -26   1.068494
  -25   124  96     -3 8259   17     17
  -57   2.912717
  -24  -18 5133      2   06    2     1.420755   2.514981
 2.44237-6   -5    -7   018   20 .736652 7666   0. vectors
   kx   k22653   -2159890    5 .736652  849   1.086379
