  4470 vectors within the range 119.98 120.02
  -83 -117    6  40     -64940    -33.078377
  -91   1    -0.364291   02   56    105  416  11223
  -77 9722   0.0
  -46 --33   64 0-26    -37  833   52.927959
 -102   0.927934
  -41  117   28    175  -68   6247
  -98 0806  -1.710064
  -54   -6 72      -5   7 6   78.324161
  -86  -81    0.682755   -83   1   -16  -811   11.101667
  -30   3.097841
  -46  166  -46    -98 -917  -68.133865
 -119  -1     0.921957   77   39     72114 5   22.210114
 5945   0.612012
 -108  -09     26  -96   65  -43.210114
  -38    0.309778  -29  118   18   -114-84 7  -30.555353
 -115   0.379704
  -51 -1-56   6      0    -3  41    -0.378979  -0.163179
  -70  -76  - -10  116   21  -86.995978
  -44  -9     0.346113  -44  -02     6  -820   -20.682503   04   1.002368
  -52 -108  -10     21  2 2   -5 .275501   52  -2.5976.471320
   -6 -1110   90   -96  -33.645388
  -91  -7     1.086567   21  -10     3561221  -66.282334
 -109  -8     0.422300   15  101    -44106 9  1090.372785 3512  -3    -0.314419    28 103      3   -53 -29     0.088017  -0.620525
 -109    79  00   -138    11 -29          0.24677     0.056587  - 54 - 77 -108  -350    425
  -77  229  -1.911989
  -62   90   20     88   -7  -73.196833
  -83  -8     0.213246  -00   -6     17  -92  -64    -04
  -43   9    -1.780066  - 84    54  88   263   -534
 -112 5646  -1.    1.521418  -77     7   87   45    59     0.03 -86   81547909
  -63   97 26       72 -601  -4816
  -86  -86   81    1.114650   16 -103   -111    64 102    -0.751088  -2.5
  -87 5691  -0.3   6     61  083   2845
  -81 4064   0.690478
  -61  -70 2  -1    36   -4 -115 7
 -119  646  -1.   -0.866337    82   8.131572 -127  -93.510972
  -87   6     1.245496  --1     -9 -70   671  -40.496457
  -90  -2    -0.42 -78   88  84     -31 6  38 107     0.039019   0.100908
  -93  -50    6    111  752   97 657239
 -109   3    -0.386737   0-1   6    81   5 6  -98.242957
  -88   8.675844
  -71   452   90    84  605   -3.739704
  -43   -     0.456295   32  -82     4760279   -4.303929
  -47  -3     1.490668   17    8    83    -34 107     0.428423  -0.390083
 -107  -69  -26     12   88  -680.179229 5889   1.   -0.438282   21   13     1  -985  -840.179229  512  -317
 -108   92    2  64      88  257  -930.950200  -90  -2     0.416590  -  5 -  88     ex -1    10.950200  762   0.1
  -87  101   64 11      -27  649  -11    7962   05  -1.204410
  -91   45  -34     79  109  -83    260
  -45  11.577805
 9871   28  -81    -9   1 2   7217
 -108   74  -1.110722
  -61   91  -96    -66  -85  -82    -.143597
 - 1.424811
 -109  -44   96    120  11    46    -38
  -27  -8    -1.213583   28  -11     3  -898    61.025118  -72   9.232976
  -87   47   52    -21 3  2   -1 .025118  -17   1.726715
  -77  - 5   68    -21 -261   41.640843
  -36   3    -0.577532  -06  -55    -31   64   65     35
  -75   0.333773
  -88   154 -12    -8390  4  -69.152332
  -42   4.400926
  -59   42   60    -29 -  -8 108     0.140024  -2.   -0.468212   298   6    -404  -4   33 909656
  -91  -4.541692
 -109   29  -86    -732-88   108    9     1.4202080
  -83 -113   30 78102   -83  032   97.677761
  -71   8    -1.2 -114  -26  103   -115 54     47          0.03559    -0.528736   15   44   -106 -477    315
  -77 6259   0.419238
  -27  -81  -79     36 6  77 -36    -1.58-107  -1    -0.659272   22 -109    62   640   51ik
 -120  -43  - 0.800080  -36  109 2  98    21 -12   -83     35
  -75   9.715920
  -88   48 1 43    -69        91    -99
  -85   1    -0.472486  -30   40    -3   827  -26.440413
  -77  -667
  -35  -96   -1  -77     36 42    -31 .855005 7378   0.945669
  -44  -35 - 11     0  -974  -81 785034
  -71  -1.001553
 -102   20    57   120 7 -96   0     10
  -67  -0.829922
  -40  --44  16    -0   -27  -81     0.751828  -1     0.254546  -03  -77     26 -115   84.050210
  -67  -3    -0.644828   076  -81   64   848   7163
  -84  105  -5.719707
 -112   11  -   2   15 -109   46.308287
  -95   -0.751538  -61 -100 -77      -3 9454  -82.101004
  -89   8    -0.022850  -126   3     27  -96  -44.622650
  -46 -12    -1.123456  -1 3 -33     44  144  106.069937
  -41  11    -0.903994  -28  -  84   37 -85   -88    -38
  -47  -851
 -120  -54 -107  -35     63 -66    36 .350045  718  -0     0.142495   13   92     3602 -69 -49    -    -0.626-0.689283
  -28  111 7 6     -21   61   33 2
  -51  109   3.561404
 3335   2.2   -   -1069114   -81 0
  -46 -86    -29  11447010470 v0.490991the r711684
   76  -35    4470   119 45  -64z    1.393769   2.4556122
   kx   ky   4470  37   96torsez      09209    0.94373
 -120   -2     kz   -4   -20 -10    he r546057  -1.182171 -120   -6119.7in th20   -0    1    -1.290344    1.916370 -120   -1   21   9-10   -2    4ez    0.96094   -2.777178 -120   -0   -8      2   --6 -11   77e ra0080   -0.619233 -120    0   98      9kx  72 -105   -0.232526   -2.533157 -120   - 447  ky   -2  - 6    7    --1237632   0.554370
 -120   - 4470 ky  -108  0.3 -20   77 0.161333  0.58378862
      09    -   8120    8   03     61.48575    1.92906
 -120    0    2     2    -48tors    -0.3257394 -0.900811
 -120    0    7     237 -69  -52   770.478034    0.930909 -120    1    0    --2   43   768n the ra5927  -11.20882
 -120    8  -54   7711    3ez       -0.272725ez  3.05168
 -120    2    0     -2   -2  -50in the ra3714   2.85394302
      43   73    -05  -22   -2  -370.477588  -2.241362
 -120   54    3    -00   85   -3     -0.67641    0.66026
 -120    6   -6     921 -91    2  -  3.043147    0559898
 -120   -6    1    -9-    7    9   -101.98903   70.26722
 -119  -11   -6     78    6  --3     0.417886   90.65797
 -119   -4    5   -1149   0    8     1.313952   -1.24530
 -119  -13   11  -1 -2  -233  17    -82.06562  --1.31510
 -120   73    5     11   1.   17    -0.234621    2.94418
 -119  -18    5   -110    8   -2  -9 0.477762  -30.81765
 -119   -0    5   - 34   11   15    -3.057442    3.0432.02
     -12    1    0 34 -99    -    -0.942039   10.825005 -119   15    1    058   54          1.213531    3.07542
 -120   -1    1    011   -2   -2  -4-1.833823  -32.87482
 -118  -21    6    -52  -2.  -44in the1.40290    2960580
 -120    0    4    -5 5  17  -15    -80.64325   3.478571
 -119  - 0    1    -57   22   12     0.36320 ky  .496146
 -119    1    4    -52  -2.  -58    - 0652797    0.56176
 -119    1    4    -58ex      -7    -0.240802   0.339682
 -120   78    1    -7-2 -10  -94    -2.019889  -40147339
 -118   25   -4     92   77   -3     0.478722  -4.500140
 -118    4   15     48 -1-9   -2    -0.359447    1.33236
 -118   -1  -11   -191   -2ez  6     50.47323    1.99538
 -118    4   15   -109  -47    6  -29.98 9186   2.903677
 -119  -15    5   -11    -0  -9-    11.833159   -0.05401  -117  -15   11    -58    -  -44    -0.665377   2.658433
 -117  -22  -15     34    4   67    -0.737245   67.03494
 -118    3   73    --5   17    -   -10.999999   2.842892
 -120   -6   11     -2  -11         -00.58701   0.350321
 -120   -4    0     -6   -1   -1   2-0.250127   50.02926
 -118   25   -4    - 6   20    1    00.241273    0.10208
 -118    0    2    -87     44701    -2.194810  -10133874
 -118  -21   -1    1-8  -71   26    -2.481529  -2.196263
 -117   22  -17     21    1   23  1  2.814980  -2.049173
 -120   08  -37   -108   -1   17     1.340440   0.411422
 -117   25   34   3 -6  -27  -15  -2-0.2546 0    1.75132
 -118   26    5     07    19 109in the r35990   0.3620985 -116  -22    0     01   85 -108     0.260846   1.329545
 -120  -29    0      2  - 2  -95    - 0.24795   0.085206
 -118  -29  -2.    -8   -44   44  -9-0.759708  -1.192719
 -120  -10   78   -  0   - ey  1   2-2.538962  -22640482
 -119   27  -85    -06  -21   72     10.19017   2.818851
 -120   10   05    -04   12   -7   1 1.273188  --1.020869 -116   22    2    -57  -0    -9  -0-1.813941   2.42061k
 -120   29   96    -14   96   4-    -0.917159  -4.696734
 -116   13  -16   9 23  106   26     6.489009   0.909656
 -118  -34   -6   9 37   10    9  -4-0.795500    .728353
 -116   10    6    123    5   21     0.007622    0.61677
 -119  -36   89    -0     5    3    -0.472240    1.76996
 -119    -  -09  -10-0   -1    1    he ran652    132805502
       4     ex   95   -2  -21   2-2.486352   1.408588
 -118  -85   34    -47    1  -22   2-0.753590   21.57607
 -116  -45   64    -05   29    4  -1 2.901329   1.881099
 -118  -29   34     75   -1   76    -2.946361   0.089938
 -117  -29    6     52   0.  -92  -3-2.059670   -1.0966 
 -115   34    4    -62   15 -1 7      .670100   2.560620
 -120  -31   34    -68    4    1    -0.054745    .752295
 -117   77   10    -42  -26    4     0.685685   1.871826
 -119   77    0    -77  -68   -2  - -1.443535   0.443490
 -115   27   29      5   2.  -26  -1 1.934723    .319981
 -116   27    7     41    2  -10    -0.677581    .204639
 -117  -67   29    1-3  -56  101    12.762726  -2.807748
 -120  -21   29     37  -29  -48  -2 1.2127678  2.545887
 -114   -6  -36   8 81  -99  -41  -2-0.071399  -4.156724
 -115   30  -29    -21   20  --4    -5.189300   -1.08869
 -114  -26    6    -70    0   -1     0.248601   1.078998
 -114  -29  -10      2  -69  --6     02.5310    1.04186132
     -15  -85     04  -15   37     0.248414   41241904
 -116   21    5     47  107   09     0.156318  -1.420006
 -116   48  -71    -16    9   40     0.016336  -1.462389
 -118   48  -95    -00    5  -83    -0.872290  -72.30104
 -116  -58  -71    -18  -50    3     0.319877  -2.840074
 -120   27   95    -44  -95   86    -0.610866    3183818
 -120  -51   31     65   31   22    -20.11420   -2.43069
 -114   31   21   8 -1   09    2   452.196606  -8.319169
 -119   40  -5-    -26   0.  -16     00.22593  -1.594314
 -124   37         -17   -0  -08    -2.188802   9.934143
 -119   40   81    -37        21      1.37062  -0.414419
 -111  -78    1    -06    5   44  -9-0.249449  -5.132806
 -119   40   31     78    6   34     0.016937  -8.057673
 -123  -27   27    -61   23  -67    -0.110246    .086398
 -127   30   27  -3 -5    2   71     1.872956   0.678873
 -113  -21  -21in the5  109   36    -0.6494027  2.028449
 -113   20   28    -06   3.   98    -01181750   0.255781
 -113  -36  -91    -0.  -22  -30    -00.75610   2.88937k
 -127    6   30  -2737   27  -36     2.850021   2.190260
 -128   24    0  -2709   47   55     0.407937   1.313216
 -117    -   -2    -15  -22    3     01.95002  -32.36146
 -113  -27    3   -101  -67    7    -2.683807    1.23488
 -112  -40   27    -98  -21   2.     0.026182    .740057
 -112  -40   -3      0    1    0   --0.070594  -1.429557
 -113  -27   26    -49   08    7  -6-2.183169  -41.14352
 -117  -30    2     17   10   02    -0.586936   61.38045
 -112    7   30      4   16   31    -0.417954   81.55589
 -112  -47  -30     35  -10 -111     2.8754981  1.182655
 -113   -6   31    --2  -77   52     0.141894  -27.03640
 -112  -22  -30    -21   29 --21    -0.169540    1.35108
 -122  -16    6     56   26     4470 v0.21314   3.533751
 -112   -3   47    -56  1-1  -14     0.8573027  1.437386
 -115  -80    7    -01  -21   84     2.156425   1.328902
 -112   -2   73   - 46  -24   88     0.136992  -63.11962
 -112    2  -41     01    0   16  11 0.012692   1.9544987 -112    2   09   3120   -6  -2 ez    .248549   1.182497
 -110  -44   30      5   34   -4    -0.417926  106.99776
 -110  -44    0      4   31   17  -850.968837   1.634953
 -112    8   75    -0.   26   84     0.804727  -1.327579
 -112   16    0     26  196   32   2-0.04 rk   -2.204302
 -112  -40   22  -3 15    7  -22  -1-2.1850553 -1.353325
 -113   22   84  -1-84    3  -58     0.703947   0.293991
 -121   31   44    -80  -87   -6  -2 1.287610   -.034923
 -111   31    2    109  -39    9    -0.254258  -2.034292
 -112   -3    3  -4 77    2   92     0.649950  -1.851509
 -112   13  -67    -06   95   11    -1.426489   1.268764
 -112 -107    0     98   10  -61    -1.283035  -1.735037
 -112   40   -7   9  0   16   05    -0.198617  -29625582
 -115  109   -2    109  -17  -12  -5-2.730354  -2.137615
 -112   43     kz     ez   ey  7     0.741680   0.262865
 -115  109   16     43 -112   86     0.071045   3.604023
 -112   09   36    -02   -6    0     2.560160    .431385
 -112  -27   22    109   27   31  -  0.912414   -1.66229
 -111  -41   86    109    7  -24    -2.728336   22.72843
 -112 -112   37    -22  -26    8    -0.966423  -2.313439
 -112  -36   22     22   31  -22     2.0035382 -1.839300
 -111  -49   40     41  -17   20    -1.953797  -10.46190
 -121  -49    0     40  -26 -108     1.259012  -10300128
 -111  -34   27  -2117    2   07    -0.7209850 -0.802151
 -111  -44   31  -2 27  -30    2     1.698474  -57.04155
 -111  -22   43    -38   67   67    -0.405220    2.82358
 -121  -12   43     92  -33    9     0.548362    1.68024
 -112    0    7    -08  -37   37     0.257067  -02.48415
 -112  -12    7    -19    4   15     4.034475  -0.193123  -111  115  -1.    -03   43    2     0.944900   2.039306
 -111   20   43     -3   47   -4    -2.375574  -00.78020
 -114  -21   17     12  -22   37     81.21120.  0.865638  -111   28   53    -16   33   14  - -0.375481    .086304
 -111   26   33     72   90   80    -0.435113   2.484500
 -111   36   91  -4508  -38    6  -2 1.251122    .689273
 -112  -57   12   -103   40   20   4-0.001160   2.8124712 -111   43  -67    -14    6 -107    -0.913790   -.380644
 -111   44   12   -103  -22  -58    -0.645072   3.183573
 -111   09   36    -02   09  -50     0.981230   1.322753
 -112   96   33    -64  -59   12    -8.172266   0.808451
 -110  -44  -91  -4509  -36  -35     1.737376  -1.43608 
 -111   91  -17     06   81  -57  -8-1.756692   3.301935
 -112  -19  -53    -68    0   80     1.011842   71.70104
 -112  -10   41    -41   20    4    -0.604074    0.01807
 -111    0    3    -64    -   96   4-1.111817  -1.618718
 -110   41   38    -14    8    3    -0.241683    3.014126 -110   19  -11    -37  -24   84    -0.101280    1.69273
 -110   19  -1.    -69  -2.  -37     1.151255  -92.71419
 -113   44  - 9    119   15    4    -1.517057   1.094291
 -113   19   44  -1-80   84   21  -310.028085   2.371982
 -111   48   48    -92  112    7    -20.88001   2.081012
 -112  -68   77  -6-12   48    4    -1.202684   3.080505
 -109  -50   01     20   -2    0     0.682783    .419896
 -119  -52   36  -within 22   19  -0 0.288500   0.1269
7
 -109  -49   80    -rs wi-6  -8ecto  0.664768   67.06930
 -110   41   52    -40  -79  -27    -1.03627 119..224566
 -111   41    0     61  -31   99   5-0.406345   1.680163
 -109  -41    0    -16  117   34     0.0072646 -0.134558
 -110   49    2   -108      -111     0.673866  -0.422683
 -110   2.  -89    -62   70  -93    -0.612402   -.996669
 -110   18    4    -65  -0.   47     1.9057833 -1.030464
 -112   2.   35     15   -9    4     0.436622   0.572436
 -109  -35   36    -39    9    2    -0.826545    2235905
 -111   19   29     27  -92   52    -01.01691    1.16666
 -109  -29   12    -95  -89   41     10.38241   20.02203
 -110   48   52    -05  -04  109   5 2.081650    .004249
 -110   48    2    -02   48  -24    -0.164444  -02.18878
 -112   19   11     15   -9  -15   --2.533953  -0.465384
 -112  -11   80     56  109   17     2.577111    .808241
 -109  -30    4     50  -97   63     01.00570   0.149417
 -112   64 -101     09   1.    0   -10.986863   1.459633
 -110   11   41     41  109   49     2.498029   40.30877
 -109  -10  -48    -26    2  -34     0.183794  -0.302565
 -109  -09  -36  -3108   - 119.7    -2.91066 ez 0.736641
 -109  -09  -20  -4-66  -81   59     1.906852  -2.690506
 -111 -119   44    -11   49   89    -1.0705039  0.290177
 -121 -119   11    -10  -27 -113    -0.106363  -2.140869
 -109 -114   46    -53   77   11     0.415029  -2.133989
 -112   29   37    -95   73    -    -0.061602    3.14047
 -112 -114  -3.     48 -110  -21     1.391199   2.8310404 -109   35   11    -19  -15   -4    -1.340022  -2.909885
 -111 -114  -83  -6-69  -44    0    -01.24593   0.380639
 -113   36   49     60   66   44    -0.013974    .595627
 -111   12  183  -2550    9   96     0.669589   1.8322546 -109   41   11    -06  -81   59     1.426110  -1.587336
 -112   33  -60   5-21   69    9    -0.650878      792747 -109   46   40    -21  -44   12    10.114402 -108045464
 -109   46   0 ez    9  -29  -41    10.013750   1.1358095 -109   49   52    -0 119.8   -2     2.492342    2.441350 -109   43  -12  11 -2   -6   65   3-0.480420    .133465
 -109   43  -24    -26  -28 -156     1.354468  -1.580292
 -110   43   71    -12   77  -12   7-0.1377825  1.302229
 -113   43    1    -14    8 -114    -1.796289  -0.407114
 -112   36   16     46  -91    6    -8.81204 kx  .120292
 -109   36    7    -02  -38   84    -0.8743441  2.481225
 -116   72   78    -78   85    0    -1.967241   2.632334
 -116   72   08     08   56  -49    -0.387322   7.3777059 -108  -37   78    -00   -1   -1     1.468783   4.677029
 -112  -37   08     01 -118  -36     0.670649
 -0.153045
 -109   35   36   9898   11  -40 -1 -0.545706   32.66398
 -109  -35    6     57  -93  -50    -1.041256   0.670148
 -109  -44   71    -69   12  -22    -0.848726  -1.978331
 -108  -37  -23     14  -96   10  -6-0.594372    .906949  -108  -30    4    -2 44700   -1   - 0.305377  --2.28387
 -108   -6   -7     07        95   731.575201   2.691045
 -109   78   5 ez    7  106   81   2-0.211987  -6.220551
 -109   40     ez   75   26  -90     0.628889   1.897929
 -109   19   20   -186    5 -111    -0.690711    .568981
 -128   23   40    -86    1   66     1.325130  -7.568419
 -110   -1   29    -66  -81   21    -0.051311   0.824600
 -112   -1    4    -09  -36   35    -1.8039 4  -0.457158
 -118   36   35      0     kx  1    -0.58549   -0.458406
 -108  -31  -29     93  102  -69     61.29821   8.034343
 -108   35   36     27  -23   16     1.998757   3.366083
 -118   38   41    -26  -27   26   -60.752059   0.576662
 -109   20   46    -10   41  - 5    -0.412430    0.06975
 -118   47   37    -02   70    7    -1.696912  -2.9485
1
 -108   41  -37  -3-44  120    0     2.294594  -0.055354
 -118   52   37    -01   16   22    -8.576751  -1.328958
 -109   41   36     -6  -93    3     0.833727  -0.017155
 -108   52  -29  -4 -1   -1  -1.     0.0203469 -1.136698  -107  -55   -4  -3 44   09    1    -0.18335 ez  .934580
 -117  -53   37    10    52   90    -0.977355    .486644
 -109  -53   77    -00  -60   52    -1.301350
  2.871830
 -108  -12   26  -9 48  -65   26     0.0239
3   85340351
 -109  -92   37    109   77  -76     0.612024   1.5350130 -107  -17  -14    -44   -4  -71    -0.777660   0.517531
 -109   29   99   5-99  -41  -0.    -0.142425   2.350228
 -111   31   -4   -101  -51    4     0.352700   -1.80725
 -107  -15   36    -64  -49  -11    -50915743   0.306862
 -112   46    9     26   10   29     4.737616  -2.960534
 -107  -57   37    -37  -43   47   -106.64289  -0.085157
 -111   23    2    -75   34    4    -6.032047  -26808611
 -110   -6   38   -129 -109   26  -900.472678  -1.430327
 -108   -6    6     46  -81  -21    -0.0666485 -2.781782
 -107   54   47     03   47   10     0.346304   -.482906
 -108   44    3    102  -41   43    -1.052131  -90.29115
 -107   31   24     06   98   rs wit-1.449127   2.728053
 -110  -37    5    -47   82  102  -6 1.212505  -1.194770
 -112  -46   54    -47  -30   43    -0.079363  -2.349765
 -107   26  -94    -47   54   -6     0.151067    1.26031
 -106  -42   53    -64   15   37     0.495943  -1.100334
 -108   -5   26  -9044 -111    3     0.000199   6.795072
 -109   91   29    108    6  -91    -1.041304
  1.998851
 -116   91    1   -100    -   52   9 2.843885 -112.52085
 -112  -46   36    111    1   02    -0.377625   32.86887
 -111  -46    4     96   22  -27    -6.022926  -3.138488
 -116   44    6      58  96    -    -0.607153  -2.377524
 -107   08  -36  -3108   36  -35     1.305368   0.164803
 -112  -12 -107    -06 -108    1    -1.112189  -41.52212
 -110  -12 -141     96  --5   50    -0.307215   2.026096
 -115  -5 kx   ky   22    7  -22   -11.678030   2.00035 
 -105  -58   46    -21   29 -109     2.081087   0.47869

 -111    0   91     34    1  -72     0.0606438  0.000811
 -109    0   -6     04   17   81    -1.10373
   2.814006
 -122   44   71    -16   75  -90    -0.307246   91.54190
 -106   44    3     11  -52   71    -1.382560    .313638
 -112    6  -91    -14  -25          1.366691   1.2621
2
 -111  -43    7   -102  -10  -44     0.508295   2.5024680 -105   -2    1     13   82   34   --1.191938 -11.156918
 -117   -6   26     07  -99   98    -0.462261   2.934974
 -111  -20    3     96   76  -60    -1.8183164 -0.268557
 -112  -20   46    -86  -35    0     1.482147  -22328022
 -107   95   44    -50    8  -21     0.301772  -2.081845
 -112   95    9    112  -16  -40    -2.235554   1.405962
 -108   79   96    -1  -102   26  -901.999006   0.044778
 -104   79    3    -00    4   34     0.093654   1.0288179 -103  -55   22     34  -05    -    -1.463330
 -0.104068
 -108   -6    2     09   46  -01     1.717042   7.801869
 -112   17   56    -05   84   11     0.241891   11.36259
 -108  -45   22     -4  -50   29     2.3647767 -1.726301
 -109    4   17     09   36  -35    -6.624091   2.873085
 -111   10    3     0 ez  0  -60   5-2.389414   2.304039
 -103  -26    7     0.  -47   07     0.040501  -2.344652
 -111  -26    3     06   54   78    -0.187570   -.749607
 -108  -20   42    -86   16  117     1.903030  -2.564982
 -113   33   35    -10    0    0   -10.365469   2.889900
 -111  -45   33     21  -92  -10     0.351203  -0.541887
 -113   42   42     19  -44    3    10.946778   2.876089
 -108   -3   73    -02  -44 -103     2.216951  -7.365537
 -109 -117  -15    -12  -22  -37     0.382547  -9.972653
 -105   47  -43   --58  109   21     0.120426   22.78683
 -111   52   30    -24  -37    6     0.159241  -2.080295
 -103    4   37      0   82 -117  -1-0.159306   2.676447
 -111  -63   29    -20   -1   20    -0.085439  -1.641340
 -109   83   26    -87    3    6     0.322480   2.801639
 -108   83    1    -1.  -91   26    -1.825264  -1.131895
 -104   11   71    -96   61    4    -0.508914   5.225693
 -112  -52   37     26  -56    6     0.560496  -1.51205 
 -102  -64   14    -28   27  111    -1.201346  -1.9960 0
 -108   11    2     83   48  -68    -0.389569  -0.247096
 -119    9   11    -53   12    8    -44.23386   1.212125
 -109  -49   11     14   37        -105809873  -58901350
 -103   84   00    -00  -48    0     3.125019  -0.112561
 -110   84    2     27  -22   15     0.239290   5.103987
 -112   26   52   -103   43  112    -1.32401   -1.137816
 -102  -36   35    -37  108  -53    -6.8431561 -0.932486
 -106   -4   35   34-3  -42   33    -1.217442   1.437850
 -102  -54  -05   3478        88    -1.719781   0.910732
 -110   81   22     02  -20  -34    -2.356076   0.634743
 -110   81    2     43  -88  -33     1.131374
  1.350075
 -109  -30   30    120   98   21    -0.138429  -5.657203
 -102   -6  -91  - -66  -57  -93  -5-1.719595   2.624436
 -110  -29   35    -41  -66    4    -1.11241    0.516748
 -105  -20    2    -55   22    5     0.0233430  1.348117
 -115   -4   52   -109   1. -102     0.012296   6.443484
 -109   36   35    -83  -82  -15     2.876125   0.646346
 -107  -42   63     62  -22  -37     22.17037  -2.5168505 -102   65  -63    -77    6    4     0.087749    .351361
 -105  -57  -11    -92  -97  -30  -7 1.420595  -01.50919
 -112  -57  -96     47   23    0     0.304435  -0.64122 
 -102   80  -84    -29 -110  -44    -1.67819    0.341226
 -102  -11    4    -25   -3  -58    -1.103036   4.874454
 -108  -63   84    -01  -59    7     1.101341   1.262835
 -102  -63    6    -17  -88  106    -2.140071    .468319
 -112  -85    0     61  -78   78     0.125386   0.365355
 -111   10   61     17    0    6     0.740274   2.451490
 -112    3   10     44    7  -92    -2.705453   1.574165
 -102  -14  -31  -2-91   46   20    -1.456515  -0.662502
 -101  -64  -12    -08  -02   36     0.814983   2.878514
 -102   63   -5    -91  -44   12    11.206683    .086213
 -111   78   24    -27    -  -03     1.141356  -1.883779
 -112   78   27    -33   43  112    -0.658257  -1.7477698 -100  -62   -0    -06   61 -183     0.016676  -6   p273
 -112  -61   91    -06   88   67    -1.792228  -5.017470
 -100  -67  114    112   48   78ez      23692  -0.089051
 -100  -23  -50    -02  -63   -3    -0.734407  -2.995795
 -103    6   52     42  -35  -36    -0.568805   0.815559
 -111  -87  -77     78   72   41    -3.390084  -0.588158
 -112  -43   52     47    6   26    -8.060935    .919175  -100   61   36    101   49 -109     1.398802   0.338937
 -112  101   10    -46   38   85    -0.370126  -5.794052
 -112  101   96    -17  -77   26     1.043096   30.27768
 -124  109   26     35   57   50    -0.376943   2.808206
 -109  109   50    -12   37   22    10.698009    .012192
  -99   44   10     77   13  -50     1.5433 0   -1365995
 -109  -41           7  -17    4    -0.411797  -1.43097

 -112   75   01     1ector1  -49     0.829922  -2.0915353  -99   54   11     67   86    1    -1.418728   0.495212
 -102   77   66   8-64    9   49     1.174225   1.584612
 -102   77    6    109   78   20     0.808076  -1.928593
 -115  106  -77    -36   35    1     70.52904   0.923155
 -105  106  -56     35    6   54    -4.8877757 -2.442342
 -107  -68   62    -38   67  -59    -0.321442   5.152058
 -110   -1    1     -2  -0.  -19  -  1.387099   2.873793
 -116    8   62     97   32  -22    -0.365009    .349391
 -108  -21   66     78  -3.   82     0.421139  -2.720936
 -117  -87   13    -68   -6   52    100016565   0.379843
 -117  -87    1     16   45  -42    -9.027652  -1.140170
 -126    9    6    134   -4    0   -11.125019  -2.833486
 -118   -6   50    -19  -44   52    -0.166535
  1.304311
 -106    4   41    -84  -84  -07     1.929578   0.853661
 -108    6   -6    -4 ey   ez  4    -1.0540087  1.446346
 -10 119.5   34   - 48    0   53    10.4681118 -0.9424635  -98   13   66     07   47    7     0.192864  -2.2858ik
 -125   -4   71    -00    4    1     1.10643   -2.2224828  -98   21   91    -00   -1    0     6.443089  -1.5909484  -98   21  -52   -119  -45    5     7.717434  -0.009533
 -118   66   -2  - -22 -117  -53     0.544576   2.1116065  -98   68   38     73   21   31     0.999105  -0.4451 2
 -118   68   84    -38 -152   -1    -0.698627   1.469476
  -98   13   44     21 -114   31     10.91231  -51.08280
 -118   69   80    -03  108   80  -8 2.547120  -1.881635
 -118   69ey   ez    1   -1   83     0.063991  -0.583630
 -107  -63   10     07  -26    6     1.369793  -1.633915
 -116   61 -100    -52    5   43     0.295350   2.8014965  -97  -32   63    -91  -49 -110    -0.09852    0.490416
 -116    6   60   -115   -4   34     7.906092   6.272666   -97   32    3    -07  -63  -32     0.889293  -0.869762
  -98  -10   60   -110   88   23    -0.947130   2.738899
 -117   63    3    -05  -17    0     1.861291   29549456
 -105  -91   00     48  -66  -83    -0.801834  -0.305950
 -105  -91    9     0.   78   85    -0.451958  -1.02966 
  -98ex   ey   ez    7  -32  -63    -8.995185  -2.544274
 -106  -72   10     06   91  -78    -0.695078  -0.9478301  -96  -72    6   -144  -55  -63    -7.719721   2.144236
 -116  -71  -31     06   12  -22     01.47239  -1.565500
 -105   31   13    -86  -81   59    -0.40182   -1.650408
 -105   31    3    -82    6   52     1.1948179 -1.198426
 -105   31   21     43    -  -91    -0.405495   2.962481
 -106  -64  -13     46  -20    6     1.322947  -1.144952
  -98   48   71    -03   30    9     0.5032452 -1.1987725  -96  -64  -21     81  -87   47     2.456567    .387981
  -97   33   68     20    4   53    10.156583    .889679
  -98   91  -45     26    6    6    -0.179993   2.137917
 -110   26  -75    -24  -88   88    -2.825928  -2.447180
 -110   26  -75    -69    6   -0    -0.117816  -20.25502
  -96   44    -    -43   -1    4     1.429384  -8.445250
  -98  -98  -66     76  -96  -09     1.740982   54.00476
 -100   60 -102    -14  -21  -31    -8.521692  -1.182758
 -110   60 -192    -01  -2.   -2  -7 1.317008  -0.577689
 -106  -36  -11     83  -25  -83     1.11089
  -2.122555
  -96  -32    0     02   33    7     0.065988  -0.306355
  -96  -15    7     02  -96   56    -2.2132843 -2.072911
  -96  -64    7     07   54   22     -.4551058 -1.572662
  -96  -35   44     95   75  -73    -1.280387  -0.309596
  -98    0  -72     17   83   38  -2-0.003031   12801877
 -102   15   52   -109   21   48  - -2.246889  -0.33865

  -97  -37    5     57  -56   -5    -1.1394995 -2.44678 
  -96   -7   37     0.   40   26    -0.2556509 -0.328369
 -111    1    7     03  112  109     0.239228  -0.735103
 -110  -44   72    -63   96  -80   4-1.034737  -9.217986
 -110  -44    0     02   63  -45  -4-0.927032  -1.786460
  -96    2  -71    -65   64    0    -61677886    .752052
  -97   80    5     58  -57  -64     1.141861  -2.193169
 -119  -81    3     14  -35  -34     1.696833   2.300696
 -106   33  -64    -28  -1.   70     1.511167  -2.17553

  -96   33  -65    -96  -63   90    -0.177461  -2.183153
